#Procedure: <__main__.LaserProcedure>
#Parameters:
#	Acquisition mode: Multi frame
#	Camera acquisition time: 1 s
#	Camera exposure time: 4 us
#	Frame rate: 200 Hz
#	Gain: 0 dB
#	Emission Time: 0.5 s
#	Laser power setpoint: 50 %
#	Measurement Time: 10 s
#	Sample Name: R4N64_7p5R_ROW254
#Data:
Measurement Time (s),Pressure (Torr),TC1 (C),TC2 (C),Trigger (V),Laser output power (W),Laser output peak power (W)
0.0,0.0,23.5,23.25,0.0,0.0,0.0
0.004999999942750916,0.0,23.5,23.25,0.0,0.0,0.0
0.009999999885501832,0.0,23.5,23.25,0.0,0.0,0.0
0.014999999828252748,0.0,23.5,23.25,0.0,0.0,0.0
0.019999999771003665,0.0,23.5,23.25,0.0,0.0,0.0
0.02499999971375458,0.0,23.5,23.25,0.0,0.0,0.0
0.029999999656505495,0.0,23.5,23.25,0.0,0.0,0.0
0.03499999959925641,0.0,23.5,23.25,0.0,0.0,0.0
0.03999999954200733,0.0,23.5,23.25,0.0,0.0,0.0
0.044999999484758246,0.0,23.5,23.25,0.0,0.0,0.0
0.04999999942750916,0.0,23.5,23.25,0.0,0.0,0.0
0.05499999937026008,0.0,23.5,23.25,0.0,0.0,0.0
0.05999999931301099,0.0,23.5,23.25,0.0,0.0,0.0
0.06499999925576191,0.0,23.5,23.25,0.0,0.0,0.0
0.06999999919851282,0.0,23.5,23.25,0.0,0.0,0.0
0.07499999914126375,0.0,23.5,23.25,0.0,0.0,0.0
0.07999999908401466,0.0,23.5,23.25,0.0,0.0,0.0
0.08499999902676557,0.0,23.5,23.25,0.0,0.0,0.0
0.08999999896951649,0.0,23.5,23.25,0.0,0.0,0.0
0.0949999989122674,0.0,23.5,23.25,0.0,0.0,0.0
0.09999999885501833,0.0,23.5,23.25,0.0,0.0,0.0
0.10499999879776924,0.0,23.5,23.25,0.0,0.0,0.0
0.10999999874052016,0.0,23.5,23.25,0.0,0.0,0.0
0.11499999868327107,0.0,23.5,23.25,0.0,0.0,0.0
0.11999999862602198,0.0,23.5,23.25,0.0,0.0,0.0
0.1249999985687729,0.0,23.5,23.25,0.0,0.0,0.0
0.12999999851152383,0.0,23.5,23.25,0.0,0.0,0.0
0.13499999845427474,0.0,23.5,23.25,0.0,0.0,0.0
0.13999999839702565,0.0,23.5,23.25,0.0,0.0,0.0
0.14499999833977656,0.0,23.5,23.25,0.0,0.0,0.0
0.1499999982825275,0.0,23.5,23.25,0.0,0.0,0.0
0.1549999982252784,0.0,23.5,23.25,0.0,0.0,0.0
0.15999999816802932,0.0,23.5,23.25,0.0,0.0,0.0
0.16499999811078023,0.0,23.5,23.25,0.0,0.0,0.0
0.16999999805353114,0.0,23.5,23.25,0.0,0.0,0.0
0.17499999799628208,0.0,23.5,23.25,0.0,0.0,0.0
0.17999999793903299,0.0,23.5,23.25,0.0,0.0,0.0
0.1849999978817839,0.0,23.5,23.25,0.0,0.0,0.0
0.1899999978245348,0.0,23.5,23.25,0.0,0.0,0.0
0.19499999776728574,0.0,23.5,23.25,0.0,0.0,0.0
0.19999999771003665,0.0,23.5,23.25,0.0,0.0,0.0
0.20499999765278756,0.0,23.5,23.25,0.0,0.0,0.0
0.20999999759553847,0.0,23.5,23.25,0.0,0.0,0.0
0.21499999753828938,0.0,23.5,23.25,0.0,0.0,0.0
0.21999999748104032,0.0,23.5,23.25,0.0,0.0,0.0
0.22499999742379123,0.0,23.5,23.25,0.0,0.0,0.0
0.22999999736654214,0.0,23.5,23.25,0.0,0.0,0.0
0.23499999730929305,0.0,23.5,23.25,0.0,0.0,0.0
0.23999999725204396,0.0,23.5,23.25,0.0,0.0,0.0
0.2449999971947949,0.0,23.5,23.25,0.0,0.0,0.0
0.2499999971375458,0.0,23.5,23.25,0.0,0.0,0.0
0.25499999708029675,0.0,23.5,23.25,0.0,0.0,0.0
0.25999999702304766,0.0,23.5,23.25,0.0,0.0,0.0
0.26499999696579857,0.0,23.5,23.25,0.0,0.0,0.0
0.2699999969085495,0.0,23.5,23.25,0.0,0.0,0.0
0.2749999968513004,0.0,23.5,23.25,0.0,0.0,0.0
0.2799999967940513,0.0,23.5,23.25,0.0,0.0,0.0
0.2849999967368022,0.0,23.5,23.25,0.0,0.0,0.0
0.2899999966795531,0.0,23.5,23.25,0.0,0.0,0.0
0.29499999662230403,0.0,23.5,23.25,0.0,0.0,0.0
0.299999996565055,0.0,23.5,23.25,0.0,0.0,0.0
0.3049999965078059,0.0,23.5,23.25,0.0,0.0,0.0
0.3099999964505568,0.0,23.5,23.25,0.0,0.0,0.0
0.3149999963933077,0.0,23.5,23.25,0.0,0.0,0.0
0.31999999633605863,0.0,23.5,23.25,0.0,0.0,0.0
0.32499999627880954,0.0,23.5,23.25,0.0,0.0,0.0
0.32999999622156045,0.0,23.5,23.25,0.0,0.0,0.0
0.33499999616431136,0.0,23.5,23.25,0.0,0.0,0.0
0.3399999961070623,0.0,23.5,23.25,0.0,0.0,0.0
0.34499999604981324,0.0,23.5,23.25,0.0,0.0,0.0
0.34999999599256415,0.0,23.5,23.25,0.0,0.0,0.0
0.35499999593531506,0.0,23.5,23.25,0.0,0.0,0.0
0.35999999587806597,0.0,23.5,23.25,0.0,0.0,0.0
0.3649999958208169,0.0,23.5,23.25,0.0,0.0,0.0
0.3699999957635678,0.0,23.5,23.25,0.0,0.0,0.0
0.3749999957063187,0.0,23.5,23.25,0.0,0.0,0.0
0.3799999956490696,0.0,23.5,23.25,0.0,8.275102642229944,133.18262585837954
0.3849999955918205,0.0,23.5,23.25,0.0,39.92303246168508,642.5363557839478
0.3899999955345715,0.0,23.5,23.25,0.0,71.57096228114057,1151.8900857095216
0.3949999954773224,0.0,23.5,23.25,0.0,104.48663672052136,1603.0
0.3999999954200733,0.0,23.5,23.25,0.0,147.22124490593117,1603.0
0.4049999953628242,0.0,23.5,23.25,0.0,189.955853091341,1603.0
0.4099999953055751,0.0,23.5,23.25,0.0,232.6904612767508,1603.0
0.41499999524832604,0.0,23.5,23.25,0.0,272.4838891145268,1603.0
0.41999999519107695,0.0,23.5,23.25,0.0,312.1092833534668,1603.0
0.42499999513382786,0.0,23.5,23.25,0.0,351.73467759240685,1603.0
0.42999999507657877,0.0,23.5,23.25,0.0,391.6131667925071,1603.0
0.43499999501932973,0.0,23.5,23.25,0.0,431.7080813446305,1603.0
0.43999999496208064,0.0,23.5,23.25,0.0,471.8029958967534,1603.0
0.44499999490483155,0.0,23.5,23.25,0.0,511.52694580749153,1603.0
0.44999999484758246,0.0,23.5,23.25,0.0,550.5516422392074,1603.0
0.4549999947903334,0.0,23.5,23.25,0.0,589.5763386709233,1603.0
0.4599999947330843,0.0,23.5,23.25,0.0,628.6010351026391,1603.0
0.4649999946758352,0.0,23.5,23.25,0.0,670.6294588329822,1603.0
0.4699999946185861,0.0,23.5,23.25,0.0,712.8546250186641,1603.0
0.474999994561337,0.0,23.5,23.25,0.0,755.0797912043461,1603.0
0.4799999945040879,0.0,23.5,23.25,0.0,796.8044257198385,1603.0
0.4849999944468389,0.0,23.5,23.25,0.0,838.3544581657868,1603.0
0.4899999943895898,0.0,23.5,23.25,0.0,879.9044906117346,1603.0
0.4949999943323407,0.0,23.5,23.25,0.0,921.9360526996251,1603.0
0.4999999942750916,0.0,23.5,23.25,0.0,964.3771115189681,1603.0
0.5049999942178426,0.0,23.5,23.25,0.0,1006.8181703383117,1603.0
0.5099999941605935,0.0,23.5,23.25,0.0,1049.3120524950682,1603.0
0.5149999941033444,0.0,23.5,23.25,0.0,1091.8538281161618,1603.0
0.5199999940460953,0.0,23.5,23.25,0.0,1134.3956037372557,1603.0
0.5249999939888462,0.0,23.5,23.25,0.0,1178.3440423342863,1603.0
0.5299999939315971,0.0,23.5,23.25,0.0,1224.8920053367942,1603.0
0.534999993874348,0.0,23.5,23.25,0.0,1271.4399683393024,1603.0
0.539999993817099,0.0,23.5,23.25,0.0,1313.5604793828477,1603.0
0.5449999937598499,0.0,23.5,23.25,0.0,1347.2181649895417,1603.0
0.5499999937026008,0.0,23.5,23.25,0.0,1380.8758505962355,1603.0
0.5549999936453517,0.0,23.5,23.25,0.0,1414.5335362029293,1603.0
0.5599999935881026,0.0,23.5,23.25,0.0,1456.624601618316,1596.5241507994353
0.5649999935308535,0.0,23.5,23.25,0.0,1501.5500235955578,1587.871847307522
0.5699999934736044,0.0,23.5,23.25,0.0,1546.4754455727993,1579.219543815609
0.5749999934163553,0.0,23.5,23.25,0.0,1558.4760265123707,1577.0
0.5799999933591062,0.0,23.5,23.25,0.0,1559.1163000594147,1577.0
0.5849999933018571,0.0,23.5,23.25,0.0,1559.756573606459,1577.0
0.5899999932446081,0.0,23.5,23.25,0.0,1560.0,1575.9906560284335
0.5949999931873591,0.0,23.5,23.25,0.0,1560.0,1574.3621795755776
0.59999999313011,0.0,23.5,23.25,0.0,1560.0,1572.7337031227214
0.6049999930728609,0.0,23.5,23.499998709503945,0.0,1560.0,1572.0
0.6099999930156118,0.0,23.5,23.5,0.0,1560.0,1572.0
0.6149999929583627,0.0,23.5,23.5,0.0,1560.0,1572.0
0.6199999929011136,0.0,23.5,23.5,0.0,1560.0,1572.0
0.6249999928438645,0.0,23.5,23.5,0.0,1560.0,1572.0
0.6299999927866154,0.0,23.5,23.5,0.0,1560.0,1572.0
0.6349999927293664,0.0,23.5,23.5,0.0,1560.0,1572.0
0.6399999926721173,0.0,23.5,23.5,0.0,1560.0,1572.0
0.6449999926148682,0.0,23.5,23.5,0.0,1560.0,1572.0
0.6499999925576191,0.0,23.5,23.5,0.0,1560.0,1572.0
0.65499999250037,0.0,23.5,23.5,0.0,1560.0,1572.0
0.6599999924431209,0.0,23.5,23.5,0.0,1560.0,1572.0
0.6649999923858718,0.0,23.5,23.5,0.0,1560.0,1572.0
0.6699999923286227,0.0,23.5,23.5,0.0,1560.0,1572.0
0.6749999922713736,0.0,23.5,23.5,0.0,1560.0,1572.0
0.6799999922141245,0.0,23.5,23.250000737385875,0.0,1560.0,1572.0
0.6849999921568755,0.0,23.5,23.25,0.0,1560.0,1572.0
0.6899999920996265,0.0,23.5,23.25,0.0,1560.0,1572.0
0.6949999920423774,0.0,23.5,23.25,0.0,1560.0,1572.0
0.6999999919851283,0.0,23.5,23.25,0.0,1560.0,1572.0
0.7049999919278792,0.0,23.5,23.25,0.0,1560.0,1572.0
0.7099999918706301,0.0,23.5,23.25,0.0,1560.0,1572.0
0.714999991813381,0.0,23.5,23.25,0.0,1560.0,1572.0
0.7199999917561319,0.0,23.5,23.25,0.0,1560.0,1572.0
0.7249999916988829,0.0,23.5,23.25,0.0,1560.0,1572.0
0.7299999916416338,0.0,23.5,23.25,0.0,1560.0,1572.0
0.7349999915843847,0.0,23.5,23.25,0.0,1560.0,1572.0
0.7399999915271356,0.0,23.5,23.25,0.0,1560.0,1572.0
0.7449999914698865,0.0,23.5,23.25,0.0,1560.0,1572.0
0.7499999914126374,0.0,23.5,23.25,0.0,1560.0,1572.0
0.7549999913553883,0.0,23.5,23.25,0.0,1560.0,1572.0
0.7599999912981392,0.0,23.5,23.25,0.0,1560.0,1572.0
0.7649999912408901,0.0,23.5,23.25,0.0,1560.0,1572.0
0.769999991183641,0.0,23.5,23.25,0.0,1560.0,1572.0
0.774999991126392,0.0,23.5,23.25,0.0,1560.0,1572.0
0.779999991069143,0.0,23.5,23.25,0.0,1559.8442589010808,1572.0
0.7849999910118939,0.0,23.5,23.25,0.0,1559.2270864537625,1572.0
0.7899999909546448,0.0,23.5,23.25,0.0,1558.6099140064441,1572.0
0.7949999908973957,0.0,23.5,23.25,0.0,1558.0,1572.0
0.7999999908401466,0.0,23.5,23.25,0.0,1558.0,1572.0
0.8049999907828975,0.0,23.5,23.25,0.0,1558.0,1572.0
0.8099999907256484,0.0,23.5,23.25,0.0,1558.0,1572.0
0.8149999906683993,0.0,23.5,23.25,0.0,1558.0,1571.4898172642406
0.8199999906111503,0.0,23.5,23.25,0.0,1558.0,1570.8662680258585
0.8249999905539012,0.0,23.5,23.25,0.0,1558.0,1570.2427187874766
0.8299999904966521,0.0,23.5,23.25,0.0,1558.0,1569.4292464622758
0.834999990439403,0.0,23.5,23.25,0.0,1558.0,1568.494728403371
0.8399999903821539,0.0,23.5,23.25,0.0,1558.0,1567.5602103444664
0.8449999903249048,0.0,23.5,23.25,0.0,1558.0,1567.0
0.8499999902676557,0.0,23.5,23.25,0.0,1558.0,1567.0
0.8549999902104066,0.0,23.5,23.25,0.0,1558.0,1567.0
0.8599999901531575,0.0,23.5,23.25,0.0,1558.0,1567.0
0.8649999900959084,0.0,23.5,23.25,0.0,1558.0,1567.0
0.8699999900386595,0.0,23.5,23.25,0.0,1558.0,1567.0
0.8749999899814104,0.0,23.5,23.25,0.0,1556.8785843864353,1567.0
0.8799999899241613,0.0,23.5,23.25,0.0,1542.2070895580207,1567.0
0.8849999898669122,0.0,23.5,23.25,0.0,1527.535594729606,1567.0
0.8899999898096631,0.0,23.5,23.25,0.0,1512.8640999011911,1567.0
0.894999989752414,0.0,23.5,23.25,0.0,1498.1926050727766,1567.0
0.8999999896951649,0.0,23.5,23.25,0.0,1472.1991583358624,1567.0
0.9049999896379158,0.0,23.5,23.25,0.0,1427.2094847738513,1567.0
0.9099999895806667,0.0,23.5,23.25,0.0,1382.2198112118404,1567.0
0.9149999895234177,0.0,23.5,23.25,0.0,1337.5066242192108,1567.0
0.9199999894661686,0.0,23.5,23.25,0.0,1293.2587003651588,1567.0
0.9249999894089195,0.0,23.5,23.25,0.0,1249.0107765111065,1567.0
0.9299999893516704,0.0,23.5,23.25,0.0,1205.3940677563123,1567.0
0.9349999892944213,0.0,23.5,23.25,0.0,1162.8662710315875,1567.0
0.9399999892371722,0.0,23.5,23.25,0.0,1120.3384743068627,1567.0
0.9449999891799231,0.0,23.5,23.25,0.0,1076.0300244174862,1567.0
0.949999989122674,0.0,23.5,23.25,0.0,1028.5166691707766,1567.0
0.9549999890654249,0.0,23.5,23.25,0.0,981.003313924067,1567.0
0.9599999890081758,0.0,23.5,23.25,0.0,935.2616390274898,1567.0
0.9649999889509269,0.0,23.5,23.25,0.0,898.9570740181457,1567.0
0.9699999888936778,0.0,23.5,23.25,0.0,862.6525090088026,1567.0
0.9749999888364287,0.0,23.5,23.25,0.0,826.3479439994593,1567.0
0.9799999887791796,0.0,23.5,23.25,0.0,784.5789659227106,1567.0
0.9849999887219305,0.0,23.5,23.25,0.0,742.599277468586,1567.0
0.9899999886646814,0.0,23.5,23.25,0.0,700.6195890144616,1567.0
0.9949999886074323,0.0,23.5,23.25,0.0,657.1570098972412,1567.0
0.9999999885501832,0.0,23.5,23.25,0.0,613.6349246474558,1567.0
1.0049999884929341,0.0,23.5,23.25,0.0,570.1128393976705,1567.0
1.0099999884356852,0.0,23.5,23.25,0.0,528.543260454212,1567.0
1.014999988378436,0.0,23.5,23.25,0.0,487.2927298423015,1567.0
1.019999988321187,0.0,23.5,23.25,0.0,446.0421992303892,1567.0
1.0249999882639378,0.0,23.5,23.25,0.0,411.7436849391542,1567.0
1.0299999882066888,0.0,23.5,23.25,0.0,381.0331010086214,1567.0
1.0349999881494396,0.0,23.5,23.25,0.0,350.3225170780899,1567.0
1.0399999880921906,0.0,23.5,23.25,0.0,319.61193314755707,1567.0
1.0449999880349414,0.0,23.5,23.25,0.0,283.6302435878386,1567.0
1.0499999879776925,0.0,23.5,23.25,0.0,241.437799845065,1567.0
1.0549999879204432,0.0,23.5,23.25,0.0,199.24535610229327,1567.0
1.0599999878631943,0.0,23.5,23.25,0.0,156.54996287043377,1566.8270387140549
1.064999987805945,0.0,23.5,23.25,0.0,112.41904300317736,1566.1604085045797
1.069999987748696,0.0,23.5,23.25,0.0,68.28812313591901,1565.4937782951044
1.074999987691447,0.0,23.5,23.25,0.0,32.52382262639381,1429.7691688288287
1.079999987634198,0.0,23.5,23.25,0.0,20.66006760570826,908.2305000823995
1.0849999875769487,0.0,23.5,23.25,0.0,8.79631258502324,386.69183133599336
1.0899999875196997,0.0,23.5,23.25,0.0,0.0,0.0
1.0949999874624505,0.0,23.5,23.25,0.0,0.0,0.0
1.0999999874052016,0.0,23.5,23.25,0.0,0.0,0.0
1.1049999873479526,0.0,23.5,23.25,0.0,0.0,0.0
1.1099999872907034,0.0,23.5,23.25,0.0,0.0,0.0
1.1149999872334544,0.0,23.5,23.25,0.0,0.0,0.0
1.1199999871762052,0.0,23.5,23.25,0.0,0.0,0.0
1.1249999871189562,0.0,23.5,23.499999365483678,0.0,0.0,0.0
1.129999987061707,0.0,23.5,23.5,0.0,0.0,0.0
1.134999987004458,0.0,23.5,23.5,0.0,0.0,0.0
1.1399999869472088,0.0,23.5,23.5,0.0,0.0,0.0
1.1449999868899599,0.0,23.5,23.5,0.0,0.0,0.0
1.1499999868327107,0.0,23.500000533728958,23.5,0.0,0.0,0.0
1.1549999867754617,0.0,23.75,23.5,0.0,0.0,0.0
1.1599999867182125,0.0,23.75,23.5,0.0,0.0,0.0
1.1649999866609635,0.0,23.75,23.5,0.0,0.0,0.0
1.1699999866037143,0.0,23.75,23.5,0.0,0.0,0.0
1.1749999865464653,0.0,23.75,23.5,0.0,0.0,0.0
1.1799999864892161,0.0,23.75,23.5,0.0,0.0,0.0
1.1849999864319671,0.0,23.75,23.5,0.0,0.0,0.0
1.1899999863747182,0.0,23.75,23.5,0.0,0.0,0.0
1.194999986317469,0.0,23.75,23.5,0.0,0.0,0.0
1.19999998626022,0.0,23.75,23.5,0.0,0.0,0.0
1.2049999862029708,0.0,23.75,23.5,0.0,0.0,0.0
1.2099999861457218,0.0,23.75,23.5,0.0,0.0,0.0
1.2149999860884726,0.0,23.75,23.5,0.0,0.0,0.0
1.2199999860312236,0.0,23.75,23.5,0.0,0.0,0.0
1.2249999859739744,0.0,23.500001883859547,23.5,0.0,0.0,0.0
1.2299999859167254,0.0,23.5,23.5,0.0,0.0,0.0
1.2349999858594762,0.0,23.5,23.5,0.0,0.0,0.0
1.2399999858022273,0.0,23.5,23.5,0.0,0.0,0.0
1.244999985744978,0.0,23.5,23.5,0.0,0.0,0.0
1.249999985687729,0.0,23.5,23.5,0.0,0.0,0.0
1.2549999856304799,0.0,23.5,23.5,0.0,0.0,0.0
1.259999985573231,0.0,23.5,23.5,0.0,0.0,0.0
1.2649999855159817,0.0,23.5,23.5,0.0,0.0,0.0
1.2699999854587327,0.0,23.5,23.499999773388822,0.0,0.0,0.0
1.2749999854014835,0.0,23.5,23.25,0.0,0.0,0.0
1.2799999853442345,0.0,23.5,23.25,0.0,0.0,0.0
1.2849999852869856,0.0,23.5,23.25,0.0,0.0,0.0
1.2899999852297364,0.0,23.5,23.25,0.0,0.0,0.0
1.2949999851724874,0.0,23.500001404392975,23.25,0.0,0.0,0.0
1.2999999851152382,0.0,23.75,23.25,0.0,0.0,0.0
1.3049999850579892,0.0,23.75,23.25,0.0,0.0,0.0
1.30999998500074,0.0,23.75,23.25,0.0,0.0,0.0
1.314999984943491,0.0,23.75,23.25,0.0,0.0,0.0
1.3199999848862418,0.0,23.75,23.25,0.0,0.0,0.0
1.3249999848289928,0.0,23.75,23.25,0.0,0.0,0.0
1.3299999847717436,0.0,23.75,23.25,0.0,0.0,0.0
1.3349999847144947,0.0,23.75,23.25,0.0,0.0,0.0
1.3399999846572455,0.0,23.75,23.25,0.0,0.0,0.0
1.3449999845999965,0.0,23.75,23.25,0.0,0.0,0.0
1.3499999845427473,0.0,23.75,23.25,0.0,0.0,0.0
1.3549999844854983,0.0,23.75,23.25,0.0,0.0,0.0
1.359999984428249,0.0,23.75,23.25,0.0,0.0,0.0
1.3649999843710001,0.0,23.75,23.25,0.0,0.0,0.0
1.369999984313751,0.0,23.75,23.25,0.0,0.0,0.0
1.374999984256502,0.0,23.500000777639176,23.25,0.0,0.0,0.0
1.379999984199253,0.0,23.5,23.25,0.0,0.0,0.0
1.3849999841420038,0.0,23.5,23.25,0.0,0.0,0.0
1.3899999840847548,0.0,23.5,23.25,0.0,0.0,0.0
1.3949999840275056,0.0,23.5,23.25,0.0,0.0,0.0
1.3999999839702566,0.0,23.5,23.25,0.0,0.0,0.0
1.4049999839130074,0.0,23.5,23.25,0.0,0.0,0.0
1.4099999838557584,0.0,23.5,23.25,0.0,0.0,0.0
1.4149999837985092,0.0,23.5,23.25,0.0,0.0,0.0
1.4199999837412602,0.0,23.5,23.25,0.0,0.0,0.0
1.424999983684011,0.0,23.5,23.25,0.0,0.0,0.0
1.429999983626762,0.0,23.5,23.25,0.0,0.0,0.0
1.4349999835695129,0.0,23.5,23.25,0.0,0.0,0.0
1.4399999835122639,0.0,23.5,23.25,0.0,0.0,0.0
1.4449999834550147,0.0,23.5,23.25,0.0,0.0,0.0
1.4499999833977657,0.0,23.749996795235813,23.25,0.0,0.0,0.0
1.4549999833405165,0.0,23.75,23.25,0.0,0.0,0.0
1.4599999832832675,0.0,23.75,23.25,0.0,0.0,0.0
1.4649999832260185,0.0,23.75,23.25,0.0,0.0,0.0
1.4699999831687693,0.0,23.75,23.25,0.0,0.0,0.0
1.4749999831115204,0.0,23.75,23.25,0.0,0.0,0.0
1.4799999830542712,0.0,23.75,23.25,0.0,0.0,0.0
1.4849999829970222,0.0,23.75,23.25,0.0,0.0,0.0
1.489999982939773,0.0,23.75,23.25,0.0,0.0,0.0
1.494999982882524,0.0,23.75,23.499998915243044,0.0,0.0,0.0
1.4999999828252748,0.0,23.75,23.5,0.0,0.0,0.0
1.5049999827680258,0.0,23.75,23.5,0.0,0.0,0.0
1.5099999827107766,0.0,23.75,23.5,0.0,0.0,0.0
1.5149999826535276,0.0,23.75,23.5,0.0,0.0,0.0
1.5199999825962784,0.0,23.74999991651168,23.5,0.0,0.0,0.0
1.5249999825390295,0.0,23.5,23.5,0.0,0.0,0.0
1.5299999824817803,0.0,23.5,23.5,0.0,0.0,0.0
1.5349999824245313,0.0,23.5,23.5,0.0,0.0,0.0
1.539999982367282,0.0,23.5,23.5,0.0,0.0,0.0
1.544999982310033,0.0,23.5,23.5,0.0,0.0,0.0
1.549999982252784,0.0,23.5,23.5,0.0,0.0,0.0
1.554999982195535,0.0,23.5,23.5,0.0,0.0,0.0
1.559999982138286,0.0,23.5,23.5,0.0,0.0,0.0
1.5649999820810367,0.0,23.5,23.5,0.0,0.0,0.0
1.5699999820237878,0.0,23.5,23.250003511881967,0.0,0.0,0.0
1.5749999819665386,0.0,23.5,23.25,0.0,0.0,0.0
1.5799999819092896,0.0,23.5,23.25,0.0,0.0,0.0
1.5849999818520404,0.0,23.5,23.25,0.0,0.0,0.0
1.5899999817947914,0.0,23.5,23.25,0.0,0.0,0.0
1.5949999817375422,0.0,23.5,23.25,0.0,0.0,0.0
1.5999999816802932,0.0,23.749997901456183,23.25,0.0,0.0,0.0
1.604999981623044,0.0,23.75,23.25,0.0,0.0,0.0
1.609999981565795,0.0,23.75,23.25,0.0,0.0,0.0
1.6149999815085458,0.0,23.75,23.25,0.0,0.0,0.0
1.6199999814512969,0.0,23.75,23.25,0.0,0.0,0.0
1.6249999813940477,0.0,23.75,23.25,0.0,0.0,0.0
1.6299999813367987,0.0,23.75,23.25,0.0,0.0,0.0
1.6349999812795495,0.0,23.75,23.25,0.0,0.0,0.0
1.6399999812223005,0.0,23.75,23.25,0.0,0.0,0.0
1.6449999811650513,0.0,23.75,23.25,0.0,0.0,0.0
1.6499999811078023,0.0,23.75,23.25,0.0,0.0,0.0
1.6549999810505533,0.0,23.75,23.25,0.0,0.0,0.0
1.6599999809933041,0.0,23.75,23.25,0.0,0.0,0.0
1.6649999809360552,0.0,23.75,23.25,0.0,0.0,0.0
1.669999980878806,0.0,23.74999881029131,23.25,0.0,0.0,0.0
1.674999980821557,0.0,23.5,23.25,0.0,0.0,0.0
1.6799999807643078,0.0,23.5,23.25,0.0,0.0,0.0
1.6849999807070588,0.0,23.5,23.25,0.0,0.0,0.0
1.6899999806498096,0.0,23.5,23.25,0.0,0.0,0.0
1.6949999805925606,0.0,23.5,23.25,0.0,0.0,0.0
1.6999999805353114,0.0,23.5,23.25,0.0,0.0,0.0
1.7049999804780624,0.0,23.5,23.25,0.0,0.0,0.0
1.7099999804208132,0.0,23.5,23.25,0.0,0.0,0.0
1.7149999803635643,0.0,23.5,23.25,0.0,0.0,0.0
1.719999980306315,0.0,23.5,23.49999759433839,0.0,0.0,0.0
1.724999980249066,0.0,23.5,23.5,0.0,0.0,0.0
1.7299999801918169,0.0,23.5,23.5,0.0,0.0,0.0
1.734999980134568,0.0,23.5,23.5,0.0,0.0,0.0
1.739999980077319,0.0,23.5,23.5,0.0,0.0,0.0
1.7449999800200697,0.0,23.5,23.5,0.0,0.0,0.0
1.7499999799628208,0.0,23.5,23.5,0.0,0.0,0.0
1.7549999799055715,0.0,23.5,23.5,0.0,0.0,0.0
1.7599999798483226,0.0,23.5,23.5,0.0,0.0,0.0
1.7649999797910734,0.0,23.5,23.5,0.0,0.0,0.0
1.7699999797338244,0.0,23.5,23.5,0.0,0.0,0.0
1.7749999796765752,0.0,23.5,23.5,0.0,0.0,0.0
1.7799999796193262,0.0,23.5,23.5,0.0,0.0,0.0
1.784999979562077,0.0,23.5,23.5,0.0,0.0,0.0
1.789999979504828,0.0,23.5,23.5,0.0,0.0,0.0
1.7949999794475788,0.0,23.5,23.5,0.0,0.0,0.0
1.7999999793903299,0.0,23.5,23.5,0.0,0.0,0.0
1.8049999793330807,0.0,23.5,23.5,0.0,0.0,0.0
1.8099999792758317,0.0,23.5,23.5,0.0,0.0,0.0
1.8149999792185825,0.0,23.5,23.5,0.0,0.0,0.0
1.8199999791613335,0.0,23.749996344995175,23.5,0.0,0.0,0.0
1.8249999791040843,0.0,23.75,23.5,0.0,0.0,0.0
1.8299999790468353,0.0,23.75,23.5,0.0,0.0,0.0
1.8349999789895863,0.0,23.75,23.5,0.0,0.0,0.0
1.8399999789323371,0.0,23.75,23.5,0.0,0.0,0.0
1.8449999788750882,0.0,23.75,23.5,0.0,0.0,0.0
1.849999978817839,0.0,23.75,23.5,0.0,0.0,0.0
1.85499997876059,0.0,23.75,23.5,0.0,0.0,0.0
1.8599999787033408,0.0,23.75,23.5,0.0,0.0,0.0
1.8649999786460918,0.0,23.75,23.5,0.0,0.0,0.0
1.8699999785888426,0.0,23.75,23.25000129944124,0.0,0.0,0.0
1.8749999785315936,0.0,23.75,23.25,0.0,0.0,0.0
1.8799999784743444,0.0,23.75,23.25,0.0,0.0,0.0
1.8849999784170954,0.0,23.75,23.25,0.0,0.0,0.0
1.8899999783598462,0.0,23.75,23.25,0.0,0.0,0.0
1.8949999783025973,0.0,23.500000121659443,23.25,0.0,0.0,0.0
1.899999978245348,0.0,23.5,23.25,0.0,0.0,0.0
1.904999978188099,0.0,23.5,23.25,0.0,0.0,0.0
1.9099999781308499,0.0,23.5,23.25,0.0,0.0,0.0
1.914999978073601,0.0,23.5,23.25,0.0,0.0,0.0
1.9199999780163517,0.0,23.5,23.25,0.0,0.0,0.0
1.9249999779591027,0.0,23.5,23.25,0.0,0.0,0.0
1.9299999779018537,0.0,23.5,23.25,0.0,0.0,0.0
1.9349999778446045,0.0,23.5,23.25,0.0,0.0,0.0
1.9399999777873556,0.0,23.5,23.25,0.0,0.0,0.0
1.9449999777301064,0.0,23.5,23.499996273433748,0.0,0.0,0.0
