t (s),q (A)
0.0,0.0
1.9999999999072314e-05,6.072175021074301e-06
4.000000000041837e-05,1.2123531407440545e-05
5.999999999949069e-05,1.8153933517017618e-05
7.999999999901775e-05,2.416227357245537e-05
9.999999999990905e-05,3.0155857000761763e-05
0.00011999999999898138,3.614355011717898e-05
0.00013999999999987268,4.214911452373341e-05
0.00015999999999939974,4.817705428996337e-05
0.00017999999999847205,5.422017187677803e-05
0.0001999999999998181,6.027830290448415e-05
0.00021999999999889044,6.634900340497534e-05
0.00023999999999978173,7.243572289832228e-05
0.00025999999999885403,7.853417613974547e-05
0.0002800000000002001,8.464262986398393e-05
0.0002999999999992724,9.075331082666061e-05
0.0003199999999983447,9.687288385272781e-05
0.00033999999999969076,0.00010300810396611373
0.0003599999999987631,0.0001091592755481426
0.0003799999999996544,0.00011531700917740736
0.00039999999999918145,0.00012148734323985338
0.00042000000000007277,0.00012767125719533653
0.00043999999999914507,0.00013387122830492724
0.00045999999999867214,0.00014007945291942263
0.0004799999999995634,0.00014629920340038517
0.0004999999999986359,0.00015252377837295287
0.0005199999999999818,0.00015875396164620156
0.000539999999999054,0.00016499190094420988
0.0005599999999999455,0.00017123967201922378
0.0005799999999994724,0.0001774877283659435
0.0005999999999985448,0.00018374024002888509
0.0006199999999994361,0.00018999731435208905
0.0006399999999989632,0.00019626433167574528
0.0006599999999998545,0.00020253637234441356
0.0006799999999989269,0.00020881576145680608
0.0007000000000002729,0.0002151057713549226
0.0007199999999993451,0.00022140434192793987
0.0007399999999984175,0.00022769724140814094
0.0007599999999997635,0.00023398984617396736
0.0007799999999988359,0.0002402825855510482
0.0007999999999997271,0.0002465813555872257
0.0008199999999992543,0.0002528881480063748
0.0008400000000001455,0.00025920335295554826
0.0008599999999992179,0.00026553025136880613
0.0008799999999987449,0.00027186617369199856
0.0008999999999996361,0.00027821006878950006
0.0009199999999987085,0.00028456408032863763
0.0009400000000000545,0.0002909326021050141
0.0009599999999991269,0.00029731083921250815
0.0009800000000000182,0.0003036831140930943
0.0009999999999995453,0.00031005594273969485
0.0010199999999986177,0.00031643326193727517
0.001039999999999509,0.00032281985940307866
0.001059999999999036,0.0003292042956536856
0.0010799999999999274,0.00033559083950902694
0.0010999999999989996,0.0003419838055867102
0.0011200000000003458,0.00034838370698555155
0.001139999999999418,0.0003547937348223419
0.0011599999999984904,0.00036121614364624207
0.0011799999999998363,0.00036764760379961255
0.0011999999999989088,0.0003740866691149807
0.0012199999999998,0.00038052846237453394
0.0012399999999993271,0.00038697571232234625
0.0012600000000002184,0.0003934266545460026
0.0012799999999992906,0.00039988511398088647
0.0012999999999988177,0.00040635157465561384
0.001319999999999709,0.00041282601367812534
0.0013399999999987814,0.0004193098593522972
0.0013600000000001274,0.00042580481317791054
0.0013799999999991998,0.0004323088303472053
0.001399999999998272,0.00043882543839409886
0.0014199999999996182,0.00044535894854192906
0.0014399999999986904,0.00045190861903460856
0.0014599999999995816,0.00045847132687751454
0.0014799999999991088,0.0004650482874858117
0.0015,0.0004716332818190111
0.0015199999999990724,0.00047822925833598075
0.0015399999999985996,0.00048482939744130235
0.0015599999999994908,0.0004914273422028595
0.0015799999999990177,0.0004980149069160521
0.0015999999999999092,0.0005045964141862437
0.0016199999999989814,0.0005111727326166592
0.0016399999999998727,0.000517744897109464
0.0016599999999993998,0.0005243194179180105
0.0016799999999984722,0.0005309008644190218
0.0016999999999998182,0.0005374858590683443
0.0017199999999988906,0.0005440738594872307
0.0017399999999997819,0.0005506562492048801
0.001759999999998854,0.0005572407515166336
0.0017800000000002003,0.0005638180697423071
0.0017999999999992725,0.0005703839269185719
0.0018199999999983449,0.0005769347818202694
0.0018399999999996908,0.0005834709636507059
0.0018599999999987633,0.000589989680286305
0.0018799999999996545,0.0005964941741042453
0.0018999999999991816,0.0006029813208813028
0.001920000000000073,0.000609454852371521
0.001939999999999145,0.0006159127397401067
0.0019599999999986724,0.0006223604050989777
0.0019799999999995637,0.000628809000550345
0.0019999999999986357,0.000635259765933715
0.002019999999999982,0.000641704527190297
0.0020399999999990543,0.0006481421153102293
0.0020599999999999456,0.0006545680040928944
0.0020799999999994725,0.0006609803311632995
0.002099999999998545,0.0006673698267611115
0.002119999999999436,0.0006737367203939815
0.0021399999999989635,0.000680080110223823
0.0021599999999998547,0.0006864037704940617
0.0021799999999989267,0.0006927098262763046
0.002200000000000273,0.0006990038359130996
0.0022199999999993453,0.0007052883068379724
0.0022399999999984177,0.0007115652093582818
0.0022599999999997635,0.0007178307178015095
0.002279999999998836,0.0007240845706648509
0.002299999999999727,0.0007303242620585894
0.0023199999999992545,0.0007365484102450937
0.0023400000000001458,0.0007427518883011225
0.0023599999999992178,0.000748936973962684
0.002379999999998745,0.0007551013574931288
0.0023999999999996364,0.0007612465429110949
0.0024199999999987088,0.00076736895949633
0.0024400000000000545,0.0007734696845404662
0.002459999999999127,0.000779546542222872
0.002480000000000018,0.0007856018942719062
0.0024999999999995456,0.0007916345690291251
0.0025199999999986175,0.0007976468077057038
0.002539999999999509,0.0008036376999309656
0.002559999999999036,0.000809609683646893
0.0025799999999999274,0.0008155638010880974
0.002599999999999,0.0008214982271768306
0.0026199999999985267,0.0008274071964094832
0.002639999999999418,0.0008332954545654612
