V,w
1.1102230246251565e-16,0.01
3.3306690738754696e-16,0.06013377926421405
2.043591962319624e-09,0.1102675585284281
1.846679613448643e-06,0.16040133779264215
6.282850138117357e-05,0.2105351170568562
0.0005378731022535055,0.26066889632107026
0.0022676936282259863,0.3108026755852843
0.006338769470199068,0.3609364548494984
0.01367240706165973,0.4110702341137124
0.02478682671858856,0.46120401337792644
0.03977529680072045,0.5113377926421405
0.05840135205321162,0.5614715719063545
0.08022207783851232,0.6116053511705686
0.10469464947420115,0.6617391304347826
0.13125285771906858,0.7118729096989967
0.15935534970164522,0.7620066889632108
0.1885121853467463,0.8121404682274248
0.21829655470497678,0.8622742474916388
0.2483471639494489,0.9124080267558529
0.2783652288545324,0.962541806020067
0.30810869333218993,1.012675585284281
0.33738531552344386,1.062809364548495
0.36604559508686696,1.112943143812709
0.39397607869124496,1.1630769230769231
0.42109330696274705,1.2132107023411371
0.4473385012521518,1.2633444816053512
0.47267299399872875,1.3134782608695652
0.49707435596037663,1.3636120401337795
0.5205331499203628,1.4137458193979935
0.5430502326173925,1.4638795986622075
0.5646345276413175,1.5140133779264215
0.5853011976318097,1.5641471571906356
0.60507015176126,1.6142809364548496
0.6239648326995165,1.6644147157190636
0.6420112352342335,1.7145484949832777
0.6592371160464697,1.7646822742474917
0.6756713606449387,1.8148160535117057
0.6913434791081747,1.8649498327759197
0.7062832071096483,1.915083612040134
0.7205201927802566,1.965217391304348
0.7340837533833111,2.015351170568562
0.7470026886282924,2.0654849498327756
0.7593051398153061,2.11561872909699
0.7710184859582295,2.165752508361204
0.7821692696475657,2.215886287625418
0.7927831467413804,2.266020066889632
0.8028848550631565,2.316153846153846
0.812498198180029,2.3662876254180603
0.8216460410679899,2.416421404682274
0.830350315070877,2.4665551839464883
0.8386320300509317,2.516688963210702
0.8465112920300268,2.5668227424749164
0.8540073249484268,2.61695652173913
0.8611384954354537,2.6670903010033444
0.8679223397045713,2.7172240802675587
0.8743755918631586,2.7673578595317725
0.8805142130719344,2.8174916387959867
0.886353421106672,2.8676254180602005
0.8919077199704136,2.917759197324415
0.8971909292819252,2.9678929765886286
0.9022162132289119,3.018026755852843
0.906996108925258,3.0681605351170567
0.9115425540524893,3.118294314381271
0.9158669136985672,3.1684280936454847
0.9199800063335232,3.218561872909699
0.9238921288825194,3.2686956521739132
0.9276130808736801,3.318829431438127
0.9311521876512817,3.3689632107023413
0.9345183226552778,3.419096989966555
0.9377199287762186,3.4692307692307693
0.9407650388008266,3.519364548494983
0.9436612949681881,3.5694983277591974
0.9464159676599964,3.619632107023411
0.9490359732507807,3.6697658862876255
0.9515278911457674,3.7198996655518393
0.953897980035109,3.7700334448160535
0.9561521933938073,3.8201672240802678
0.9582961942568587,3.8703010033444816
0.9603353692990382,3.920434782608696
0.9622748422483998,3.9705685618729096
0.9641194866620408,4.020702341137124
0.9658739380920153,4.070836120401338
0.9675426056685161,4.1209698996655515
0.9691296831266141,4.171103678929766
0.9706391593019519,4.22123745819398
0.9720748281198835,4.271371237458194
0.9734402981016171,4.3215050167224085
0.9747390014099871,4.371638795986622
0.9759742024565597,4.421772575250836
0.9771490060908536,4.47190635451505
0.9782663653915721,4.522040133779265
0.9793290890788585,4.572173913043478
0.9803398485657469,4.622307692307692
0.9813011846661491,4.672441471571906
0.982215513975934,4.722575250836121
0.9830851349428803,4.7727090301003345
0.983912233640557,4.822842809364548
0.9846988892604739,4.872976588628763
0.9854470793361682,4.923110367892977
0.9861586847122483,4.973244147157191
0.98683549427079,5.0233779264214045
0.9874792094268912,5.073511705685619
0.9880914484046254,5.123645484949833
0.9886737503040893,5.173779264214047
0.989227578969729,5.223913043478261
0.9897543266696334,5.274046822742475
0.9902553175950175,5.324180602006689
0.9907318111886697,5.374314381270903
0.9911850053107105,5.424448160535118
0.9916160392496072,5.474581939799331
0.9920259965860009,5.524715719063545
0.9924159079165346,5.574849498327759
0.9927867534445215,5.624983277591974
0.9931394654439604,5.6751170568561875
0.9934749306030843,5.725250836120401
0.9937939922533334,5.775384615384615
0.9940974524893463,5.82551839464883
0.994386074185302,5.875652173913044
0.9946605829126745,5.925785953177257
0.9949216687642204,5.975919732441472
0.9951699880887852,6.026053511705686
0.9954061651412841,6.0761872909699
0.9956307936520078,6.1263210702341135
0.9958444383191953,6.176454849498328
0.996047636228626,6.226588628762542
0.9962408982037989,6.276722408026756
0.9964247100900928,6.32685618729097
0.9965995339761358,6.376989966555184
0.9967658093554524,6.427123745819398
0.9969239542313115,6.477257525083612
0.9970743661675485,6.527391304347827
0.997217423288007,6.5775250836120405
0.9973534852271088,6.627658862876254
0.9974828940339447,6.677792642140468
0.997605975032158,6.727926421404683
0.9977230376377795,6.778060200668897
0.9978343761370757,6.82819397993311
0.9979402704263594,6.878327759197324
0.9980409867156266,6.928461538461539
0.9981367781977871,6.978595317725753
0.9982278856851713,7.0287290969899665
0.9983145382149127,7.078862876254181
0.9983969536247294,7.128996655518395
0.998475339100551,7.179130434782609
0.9985498916973672,7.229264214046823
0.9986207988346089,7.279397993311037
0.9986882387673055,7.329531772575251
0.9987523810342045,7.379665551839465
0.9988133868839784,7.429799331103679
0.9988714096805908,7.479933110367893
0.9989265952888426,7.530066889632107
0.9989790824410633,7.580200668896321
0.999029003085874,7.630334448160536
0.9990764827198958,7.6804682274247495
0.9991216407032386,7.730602006688963
0.9991645905595632,7.780735785953177
0.9992054402614703,7.830869565217392
0.9992442925019361,7.881003344481606
0.9992812449524738,7.9311371237458195
0.9993163905086726,7.981270903010033
0.9993498175237294,8.031404682274248
0.9993816100305627,8.081538461538463
0.999411847953064,8.131672240802676
0.999440607307021,8.18180602006689
0.9994679603912147,8.231939799331103
0.999493975969173,8.282073578595318
0.9995187194420376,8.332207357859533
0.9995422530129766,8.382341137123746
0.9995646358435586,8.43247491638796
0.9995859242024805,8.482608695652175
0.9996061716070223,8.532742474916388
0.9996254289575858,8.582876254180603
0.999643744665654,8.633010033444817
0.9996611647754936,8.68314381270903
0.9996777330799074,8.733277591973245
0.999693491230325,8.783411371237458
0.9997084788415124,8.833545150501672
0.9997227335911594,8.883678929765887
0.9997362913145988,8.9338127090301
0.999749186094894,8.983946488294315
0.9997614503485208,9.03408026755853
0.9997731149068597,9.084214046822742
0.9997842090937041,9.134347826086957
0.9997947607989776,9.184481605351172
0.9998047965488474,9.234615384615385
0.9998143415724088,9.2847491638796
0.9998234198651094,9.334882943143812
0.9998320542490716,9.385016722408027
0.9998402664304659,9.435150501672242
0.9998480770540781,9.485284280936455
0.999855505755209,9.53541806020067
0.9998625712090362,9.585551839464884
0.9998692911775614,9.635685618729097
0.9998756825542635,9.685819397993312
0.9998817614065668,9.735953177257526
0.9998875430162336,9.78608695652174
0.9998930419177815,9.836220735785954
0.9998982719350217,9.886354515050167
0.999903246215811,9.936488294314382
0.9999079772651048,9.986622073578596
0.9999124769763936,10.03675585284281
0.9999167566616018,10.086889632107024
0.9999208270795256,10.137023411371239
0.9999246984628791,10.187157190635451
0.9999283805440196,10.237290969899666
0.9999318825794127,10.28742474916388
0.9999352133729033,10.337558528428094
0.9999383812978475,10.387692307692308
0.9999413943181624,10.437826086956521
0.9999442600083471,10.487959866220736
0.9999469855725238,10.53809364548495
0.9999495778625492,10.588227424749164
0.9999520433952391,10.638361204013378
0.999954388368751,10.688494983277593
0.999956618678166,10.738628762541806
0.9999587399303087,10.78876254180602
0.9999607574578423,10.838896321070235
0.9999626763326741,10.889030100334448
0.9999645013787064,10.939163879598663
0.9999662371839632,10.989297658862876
0.9999678881121239,11.03943143812709
0.9999694583134936,11.089565217391305
0.9999709517354367,11.139698996655518
0.9999723721322997,11.189832775919733
0.9999737230748501,11.239966555183948
0.9999750079592525,11.29010033444816
0.9999762300156064,11.340234113712375
0.9999773923160665,11.39036789297659
0.999978497782566,11.440501672240803
0.9999795491941614,11.490635451505018
0.9999805491940202,11.54076923076923
0.9999815002960641,11.590903010033445
0.9999824048912898,11.64103678929766
0.9999832652537793,11.691170568561873
0.9999840835464172,11.741304347826087
0.9999848618263276,11.791438127090302
0.9999856020500456,11.841571906354515
