Time (s),TC1 (C),TC2 (C)
3.705,23.0,50.0
3.72,23.0,50.0
3.735,23.0,50.0
3.75,23.0,50.0
3.765,23.0,50.0
3.78,23.0,50.0
3.795,23.0,50.0
3.81,23.0,50.0
3.825,23.0,50.0
3.84,23.0,50.0
3.855,23.0,50.0
3.87,23.0,50.25
3.885,23.0,50.25
3.9,23.0,50.25
3.915,23.0,50.25
3.93,23.0,50.25
3.945,23.0,50.0
3.96,23.0,50.0
3.975,23.0,50.0
3.99,23.0,50.0
4.005,23.0,50.0
4.02,23.0,50.0
4.035,23.0,50.0
4.05,23.0,50.0
4.065,23.0,50.0
4.08,23.0,50.0
4.095,23.0,50.0
4.11,23.0,50.0
4.125,23.0,50.0
4.14,23.0,50.0
4.155,23.0,50.0
4.17,23.0,50.0
4.185,23.0,50.0
4.2,23.0,50.0
4.215,23.0,50.0
4.23,23.0,50.0
4.245,23.0,50.0
4.26,23.0,50.0
4.275,23.0,50.0
4.29,23.0,50.0
4.305,23.0,50.0
4.32,23.0,50.0
4.335,23.0,50.0
4.35,23.0,50.0
4.365,23.0,50.0
4.38,23.0,50.0
4.395,23.0,50.0
4.41,23.0,50.0
4.425,23.0,50.0
4.44,23.0,50.0
4.455,23.0,50.0
4.47,23.0,50.0
4.485,23.0,50.0
4.5,23.0,50.0
4.515,23.0,50.0
4.53,23.0,50.0
4.545,23.0,50.0
4.56,23.0,50.0
4.575,23.0,50.0
4.59,23.0,50.0
4.605,23.0,50.0
4.62,23.0,50.25
4.635,23.0,50.25
4.65,23.0,50.25
4.665,23.0,50.25
4.68,23.0,50.25
4.695,23.0,50.0
4.71,23.0,50.0
4.725,23.0,50.0
4.74,23.0,50.0
4.755,23.0,50.0
4.77,23.0,50.0
4.785,23.0,50.0
4.8,23.0,50.0
4.815,23.0,50.0
4.83,23.0,50.0
4.845,23.0,50.25
4.86,23.0,50.25
4.875,23.0,50.25
4.89,23.0,50.25
4.905,23.0,50.25
4.92,23.0,50.25
4.935,23.0,50.25
4.95,23.0,50.25
4.965,23.0,50.25
4.98,23.0,50.25
4.995,23.0,50.25
5.01,23.0,50.25
5.025,23.0,50.25
5.04,23.0,50.25
5.055,23.0,50.25
5.07,23.0,50.25
5.085,23.0,50.25
5.1,23.0,50.25
5.115,23.0,50.25
5.13,23.0,50.25
5.145,23.0,50.25
5.16,23.0,50.25
5.175,23.0,50.25
5.19,23.0,50.25
5.205,23.0,50.25
5.22,23.0,50.25
5.235,23.0,50.25
5.25,23.0,50.25
5.265,23.0,50.25
5.28,23.0,50.25
5.295,23.0,50.25
5.31,23.0,50.25
5.325,23.0,50.25
5.34,23.0,50.25
5.355,23.0,50.25
5.37,23.0,50.25
5.385,23.0,50.25
5.4,23.0,50.25
5.415,23.0,50.25
5.43,23.0,50.25
5.445,23.0,50.25
5.46,23.0,50.25
5.475,23.0,50.25
5.49,23.0,50.25
5.505,23.0,50.25
5.52,23.0,50.25
5.535,23.0,50.25
5.55,23.0,50.25
5.565,23.0,50.25
5.58,23.0,50.25
5.595,23.0,50.25
5.61,23.0,50.25
5.625,23.0,50.25
5.64,23.0,50.25
5.655,23.0,50.25
5.67,23.0,50.25
5.685,23.0,50.25
5.7,23.0,50.25
5.715,23.0,50.25
5.73,23.0,50.25
5.745,23.0,50.25
5.76,23.0,50.25
5.775,23.0,50.25
5.79,23.0,50.25
5.805,23.0,50.25
5.82,23.0,50.25
5.835,23.0,50.25
5.85,23.0,50.25
5.865,23.0,50.25
5.88,23.0,50.25
5.895,23.0,50.25
5.91,23.0,50.25
5.925,23.0,50.25
5.94,23.0,50.25
5.955,23.0,50.25
5.97,23.0,50.25
5.985,23.0,50.25
6.0,23.0,50.25
6.015,23.0,50.25
6.03,23.0,50.25
6.045,23.0,50.25
6.06,23.0,50.25
6.075,23.0,50.25
6.09,23.0,50.25
6.105,23.0,50.25
6.12,23.0,50.25
6.135,23.0,50.25
6.15,23.0,50.25
6.165,23.0,50.25
6.18,23.0,50.25
6.195,23.0,50.25
6.21,23.0,50.25
6.225,23.0,50.25
6.24,23.0,50.25
6.255,23.0,50.25
6.27,23.0,50.25
6.285,23.0,50.25
6.3,23.0,50.25
6.315,23.0,50.25
6.33,23.0,50.25
6.345,23.0,50.25
6.36,23.0,50.25
6.375,23.0,50.25
6.39,23.0,50.25
6.405,23.0,50.25
6.42,23.0,50.25
6.435,23.0,50.25
6.45,23.0,50.25
6.465,23.0,50.25
6.48,23.0,50.25
6.495,23.0,50.25
6.51,23.0,50.25
6.525,23.0,50.25
6.54,23.0,50.25
6.555,23.0,50.25
6.57,23.0,50.25
6.585,23.0,50.25
6.6,23.0,50.25
6.615,23.0,50.25
6.63,23.0,50.25
6.645,23.0,50.25
6.66,23.0,50.25
6.675,23.0,50.25
6.69,23.0,50.25
6.705,23.0,50.25
6.72,23.0,50.25
6.735,23.0,50.25
6.75,23.0,50.25
6.765,23.0,50.25
6.78,23.0,50.25
6.795,23.0,50.25
6.81,23.0,50.25
6.825,23.0,50.25
6.84,23.0,50.25
6.855,23.0,50.25
6.87,23.0,50.25
6.885,23.0,50.25
6.9,23.0,50.25
6.915,23.0,50.25
6.93,23.0,50.25
6.945,23.0,50.25
6.96,23.0,50.25
6.975,23.0,50.25
6.99,23.0,50.25
7.005,23.0,50.25
7.02,23.0,50.25
7.035,23.0,50.25
7.05,23.0,50.25
7.065,23.0,50.25
7.08,23.0,50.25
7.095,23.0,50.25
7.11,23.0,50.25
7.125,23.0,50.25
7.14,23.0,50.25
7.155,23.0,50.25
7.17,23.0,50.25
7.185,23.0,50.25
7.2,23.0,50.25
7.215,23.0,50.25
7.23,23.0,50.25
7.245,23.0,50.25
7.26,23.0,50.25
7.275,23.0,50.25
7.29,23.0,50.25
7.305,23.0,50.25
7.32,23.0,50.25
7.335,23.0,50.25
7.35,23.0,50.25
7.365,23.0,50.25
7.38,23.0,50.25
7.395,23.0,50.25
7.41,23.0,50.25
7.425,23.0,50.25
7.44,23.0,50.25
7.455,23.0,50.25
7.47,23.0,50.25
7.485,23.0,50.25
7.5,23.0,50.25
7.515,23.0,50.25
7.53,23.0,50.25
7.545,23.0,50.25
7.56,23.0,50.25
7.575,23.0,50.25
7.59,23.0,50.25
7.605,23.0,50.25
7.62,23.0,50.25
7.635,23.0,50.25
7.65,23.0,50.25
7.665,23.0,50.25
7.68,23.0,50.25
7.695,23.0,50.25
7.71,23.0,50.25
7.725,23.0,50.25
7.74,23.0,50.25
7.755,23.0,50.25
7.77,23.0,50.25
7.785,23.0,50.25
7.8,23.0,50.25
7.815,23.0,50.25
7.83,23.0,50.25
7.845,23.0,50.25
7.86,23.0,50.25
7.875,23.0,50.25
7.89,23.0,50.25
7.905,23.0,50.25
7.92,23.0,50.25
7.935,23.0,50.25
7.95,23.0,50.25
7.965,23.0,50.25
7.98,23.0,50.25
7.995,23.0,50.25
8.01,23.0,50.25
8.025,23.0,50.25
8.04,23.0,50.25
8.055,23.0,50.25
8.07,23.0,50.25
8.085,23.0,50.25
8.1,23.0,50.25
8.115,23.0,50.25
8.13,23.0,50.25
8.145,23.0,50.25
8.16,23.0,50.25
8.175,23.0,50.25
8.19,23.0,50.25
8.205,23.0,50.25
8.22,23.0,50.25
8.235,23.0,50.25
8.25,23.0,50.25
8.265,23.0,50.25
8.28,23.0,50.25
8.295,23.0,50.25
8.31,23.0,50.25
8.325,23.0,50.25
8.34,23.0,50.25
8.355,23.0,50.25
8.37,23.0,50.25
8.385,23.0,50.25
8.4,23.0,50.25
8.415,23.0,50.25
8.43,23.0,50.25
8.445,23.0,50.25
8.46,23.0,50.25
8.475,23.0,50.25
8.49,23.0,50.0
8.505,23.0,50.0
8.52,23.0,50.0
8.535,23.0,50.0
8.55,23.0,50.0
8.565,23.0,50.25
8.58,23.0,50.25
8.595,23.0,50.25
8.61,23.0,50.25
8.625,23.0,50.25
8.64,23.0,50.25
8.655,23.0,50.25
8.67,23.0,50.25
8.685,23.0,50.25
8.7,23.0,50.25
8.715,23.0,50.25
8.73,23.0,50.25
8.745,23.0,50.25
8.76,23.0,50.25
8.775,23.0,50.25
8.79,23.0,50.25
8.805,23.0,50.25
8.82,23.0,50.25
8.835,23.0,50.25
8.85,23.0,50.25
8.865,23.0,50.25
8.88,23.0,50.25
8.895,23.0,50.25
8.91,23.0,50.25
8.925,23.0,50.25
8.94,23.0,50.25
8.955,23.0,50.25
8.97,23.0,50.25
8.985,23.0,50.25
9.0,23.0,50.25
9.015,23.0,50.25
9.03,23.0,50.25
9.045,23.0,50.25
9.06,23.0,50.25
9.075,23.0,50.0
9.09,23.0,50.0
9.105,23.0,50.0
9.12,23.0,50.0
9.135,23.0,50.0
9.15,23.0,50.25
9.165,23.0,50.25
9.18,23.0,50.25
9.195,23.0,50.25
9.21,23.0,50.25
9.225,23.0,50.0
9.24,23.0,50.0
9.255,23.0,50.0
9.27,23.0,50.0
9.285,23.0,50.0
9.3,23.0,50.25
9.315,23.0,50.25
9.33,23.0,50.25
9.345,23.0,50.25
9.36,23.0,50.25
9.375,23.0,50.25
9.39,23.0,50.25
9.405,23.0,50.25
9.42,23.0,50.25
9.435,23.0,50.25
9.45,23.0,50.25
9.465,23.0,50.25
9.48,23.0,50.25
9.495,23.0,50.25
9.51,23.0,50.25
9.525,23.0,50.25
9.54,23.0,50.25
9.555,23.0,50.25
9.57,23.0,50.25
9.585,23.0,50.25
9.6,23.0,50.25
9.615,23.0,50.25
9.63,23.0,50.25
9.645,23.0,50.25
9.66,23.0,50.25
9.675,23.0,50.25
9.69,23.0,50.25
9.705,23.0,50.25
9.72,23.0,50.25
9.735,23.0,50.25
9.75,23.0,50.25
9.765,23.0,50.25
9.78,23.0,50.25
9.795,23.0,50.25
9.81,23.0,50.25
9.825,23.0,50.25
9.84,23.0,50.25
9.855,22.75,50.25
9.87,22.75,50.25
9.885,22.75,50.25
9.9,22.75,50.25
9.915,22.75,50.25
9.93,23.0,50.25
9.945,23.0,50.25
9.96,23.0,50.25
9.975,23.0,50.25
9.99,23.0,50.25
10.005,23.0,50.25
10.02,23.0,50.25
10.035,23.0,50.25
10.05,23.0,50.25
10.065,23.0,50.25
10.08,23.0,50.25
10.095,23.0,50.25
10.11,23.0,50.25
10.125,23.0,50.25
10.14,23.0,50.25
10.155,23.0,50.25
10.17,23.0,50.25
10.185,23.0,50.25
10.2,23.0,50.25
10.215,23.0,50.25
10.23,23.0,50.25
10.245,23.0,50.25
10.26,23.0,50.25
10.275,23.0,50.25
10.29,23.0,50.25
10.305,23.0,50.25
10.32,23.0,50.25
10.335,23.0,50.25
10.35,23.0,50.25
10.365,23.0,50.25
10.38,23.0,50.25
10.395,23.0,50.25
10.41,23.0,50.25
10.425,23.0,50.25
10.44,23.0,50.25
10.455,23.0,50.25
10.47,23.0,50.25
10.485,23.0,50.25
10.5,23.0,50.25
10.515,23.0,50.25
10.53,23.0,50.25
10.545,23.0,50.25
10.56,23.0,50.25
10.575,23.0,50.25
10.59,23.0,50.25
10.605,23.0,50.25
10.62,23.0,50.25
10.635,23.0,50.25
10.65,23.0,50.25
10.665,23.0,50.25
10.68,23.0,50.25
10.695,23.0,50.25
10.71,23.0,50.25
10.725,23.0,50.25
10.74,23.0,50.25
10.755,23.0,50.25
10.77,23.0,50.25
10.785,23.0,50.25
10.8,23.0,50.0
10.815,23.0,50.0
10.83,23.0,50.0
10.845,23.0,50.0
10.86,23.0,50.0
10.875,23.0,50.0
10.89,23.0,50.0
10.905,23.0,50.0
10.92,23.0,50.0
10.935,23.0,50.25
10.95,23.0,50.25
10.965,23.0,50.25
10.98,23.0,50.25
10.995,23.0,50.25
11.01,23.0,50.0
11.025,23.0,50.0
11.04,23.0,50.0
11.055,23.0,50.0
11.07,23.0,50.0
11.085,23.0,50.25
11.1,23.0,50.25
11.115,23.0,50.25
11.13,23.0,50.25
11.145,23.0,50.25
11.16,23.0,50.25
11.175,23.0,50.25
11.19,23.0,50.25
11.205,23.0,50.25
11.22,23.0,50.25
11.235,23.0,50.0
11.25,23.0,50.0
11.265,23.0,50.0
11.28,23.0,50.0
11.295,23.0,50.0
11.31,23.0,50.25
11.325,23.0,50.25
11.34,23.0,50.25
11.355,23.0,50.25
11.37,23.0,50.25
11.385,23.0,50.25
11.4,23.0,50.25
11.415,23.0,50.25
11.43,23.0,50.25
11.445,23.0,50.25
11.46,23.0,50.0
11.475,23.0,50.0
11.49,23.0,50.0
11.505,23.0,50.0
11.52,23.0,50.0
11.535,23.0,50.0
11.55,23.0,50.0
11.565,23.0,50.0
11.58,23.0,50.0
11.595,23.0,50.0
11.61,23.0,50.0
11.625,23.0,50.0
11.64,23.0,50.0
11.655,23.0,50.0
11.67,23.0,50.0
11.685,23.0,50.0
11.7,23.0,50.0
11.715,23.0,50.0
11.73,23.0,50.0
11.745,23.0,50.0
11.76,23.0,50.0
11.775,23.0,50.0
11.79,23.0,50.0
11.805,23.0,50.0
11.82,23.0,50.0
11.835,23.0,50.25
11.85,23.0,50.25
11.865,23.0,50.25
11.88,23.0,50.25
11.895,23.0,50.25
11.91,23.0,50.0
11.925,23.0,50.0
11.94,23.0,50.0
11.955,23.0,50.0
11.97,23.0,50.0
11.985,23.0,50.25
12.0,23.0,50.25
12.015,23.0,50.25
12.03,23.0,50.25
12.045,23.0,50.25
12.06,23.0,50.0
12.075,23.0,50.0
12.09,23.0,50.0
12.105,23.0,50.0
12.12,23.0,50.0
12.135,23.0,50.0
12.15,23.0,50.0
12.165,23.0,50.0
12.18,23.0,50.0
12.195,23.0,50.0
12.21,23.0,50.25
12.225,23.0,50.25
12.24,23.0,50.25
12.255,23.0,50.25
12.27,23.0,50.25
12.285,23.0,50.25
12.3,23.0,50.25
12.315,23.0,50.25
12.33,23.0,50.25
12.345,23.0,50.25
12.36,23.0,50.25
12.375,23.0,50.25
12.39,23.0,50.25
12.405,23.0,50.25
12.42,23.0,50.25
12.435,23.0,50.25
12.45,23.0,50.25
12.465,23.0,50.25
12.48,23.0,50.25
12.495,23.0,50.25
12.51,23.0,50.25
12.525,23.0,50.25
12.54,23.0,50.25
12.555,23.0,50.25
12.57,23.0,50.25
12.585,23.0,50.5
12.6,23.0,50.5
12.615,23.0,50.5
12.63,23.0,50.5
12.645,23.0,50.5
12.66,23.0,50.25
12.675,23.0,50.25
12.69,23.0,50.25
12.705,23.0,50.25
12.72,23.0,50.25
12.735,23.0,50.25
12.75,23.0,50.25
12.765,23.0,50.25
12.78,23.0,50.25
12.795,23.0,50.25
12.81,23.0,50.25
12.825,23.0,50.25
12.84,23.0,50.25
12.855,23.0,50.25
12.87,23.0,50.25
12.885,23.0,50.25
12.9,23.0,50.25
12.915,23.0,50.25
12.93,23.0,50.25
12.945,23.0,50.25
12.96,23.0,50.25
12.975,23.0,50.25
12.99,23.0,50.25
13.005,23.0,50.25
13.02,23.0,50.25
13.035,23.0,50.25
13.05,23.0,50.25
13.065,23.0,50.25
13.08,23.0,50.25
13.095,23.0,50.25
13.11,23.0,50.25
13.125,23.0,50.25
13.14,23.0,50.25
13.155,23.0,50.25
13.17,23.0,50.25
13.185,23.0,50.25
13.2,23.0,50.25
13.215,23.0,50.25
13.23,23.0,50.25
13.245,23.0,50.25
13.26,23.0,50.25
13.275,23.0,50.25
13.29,23.0,50.25
13.305,23.0,50.25
13.32,23.0,50.25
13.335,23.0,50.25
13.35,23.0,50.25
13.365,23.0,50.25
13.38,23.0,50.25
13.395,23.0,50.25
13.41,23.0,50.25
13.425,23.0,50.25
13.44,23.0,50.25
13.455,23.0,50.25
13.47,23.0,50.25
13.485,23.0,50.25
13.5,23.0,50.25
13.515,23.0,50.25
13.53,23.0,50.25
13.545,23.0,50.25
13.56,23.0,50.25
13.575,23.0,50.25
13.59,23.0,50.25
13.605,23.0,50.25
13.62,23.0,50.25
13.635,23.0,50.25
13.65,23.0,50.25
13.665,23.0,50.25
13.68,23.0,50.25
13.695,23.0,50.25
13.71,23.0,50.25
13.725,23.0,50.25
13.74,23.0,50.25
13.755,23.0,50.25
13.77,23.0,50.0
13.785,23.0,50.0
13.8,23.0,50.0
13.815,23.0,50.0
13.83,23.0,50.0
13.845,23.0,50.0
13.86,23.0,50.0
13.875,23.0,50.0
13.89,23.0,50.0
13.905,23.0,50.0
13.92,23.0,50.25
13.935,23.0,50.25
13.95,23.0,50.25
13.965,23.0,50.25
13.98,23.0,50.25
13.995,23.0,50.25
14.01,23.0,50.25
14.025,23.0,50.25
14.04,23.0,50.25
14.055,23.0,50.25
14.07,23.0,50.0
14.085,23.0,50.0
14.1,23.0,50.0
14.115,23.0,50.0
14.13,23.0,50.0
14.145,23.0,50.0
14.16,23.0,50.0
14.175,23.0,50.0
14.19,23.0,50.0
14.205,23.0,50.0
14.22,23.0,50.25
14.235,23.0,50.25
14.25,23.0,50.25
14.265,23.0,50.25
14.28,23.0,50.25
14.295,23.0,50.0
14.31,23.0,50.0
14.325,23.0,50.0
14.34,23.0,50.0
14.355,23.0,50.0
14.37,23.0,50.25
14.385,23.0,50.25
14.4,23.0,50.25
14.415,23.0,50.25
14.43,23.0,50.25
14.445,23.0,50.0
14.46,23.0,50.0
14.475,23.0,50.0
14.49,23.0,50.0
14.505,23.0,50.0
14.52,23.0,50.25
14.535,23.0,50.25
14.55,23.0,50.25
14.565,23.0,50.25
14.58,23.0,50.25
14.595,23.0,50.25
14.61,23.0,50.25
14.625,23.0,50.25
14.64,23.0,50.25
14.655,23.0,50.25
14.67,23.0,50.0
14.685,23.0,50.0
14.7,23.0,50.0
14.715,23.0,50.0
14.73,23.0,50.0
14.745,23.0,50.0
14.76,23.0,50.0
14.775,23.0,50.0
14.79,23.0,50.0
14.805,23.0,50.0
14.82,23.0,50.25
14.835,23.0,50.25
14.85,23.0,50.25
14.865,23.0,50.25
14.88,23.0,50.25
14.895,23.0,50.25
14.91,23.0,50.25
14.925,23.0,50.25
14.94,23.0,50.25
14.955,23.0,50.25
14.97,23.0,50.25
14.985,23.0,50.25
15.0,23.0,50.25
15.015,23.0,50.25
15.03,23.0,50.25
15.045,23.0,50.25
15.06,23.0,50.25
15.075,23.0,50.25
15.09,23.0,50.25
15.105,23.0,50.25
15.12,23.0,50.25
15.135,23.0,50.25
15.15,23.0,50.25
15.165,23.0,50.25
15.18,23.0,50.25
15.195,23.0,50.25
15.21,22.75,50.25
15.225,22.75,50.25
15.24,22.75,50.25
15.255,22.75,50.0
15.27,22.75,50.0
15.285,23.0,50.0
15.3,23.0,50.0
15.315,23.0,50.0
15.33,23.0,50.0
15.345,23.0,50.0
15.36,23.0,50.0
15.375,23.0,50.0
15.39,23.0,50.0
15.405,23.0,50.0
15.42,23.0,50.0
15.435,23.0,50.0
15.45,23.0,50.0
15.465,23.0,50.0
15.48,23.0,50.25
15.495,23.0,50.25
15.51,23.0,50.25
15.525,23.0,50.25
15.54,23.0,50.25
15.555,23.0,50.25
15.57,23.0,50.25
15.585,23.0,50.25
15.6,23.0,50.25
15.615,23.0,50.25
15.63,23.0,50.25
15.645,23.0,50.25
15.66,23.0,50.25
15.675,23.0,50.25
15.69,23.0,50.25
15.705,23.0,50.25
15.72,23.0,50.25
15.735,23.0,50.25
15.75,23.0,50.25
15.765,23.0,50.25
15.78,23.0,50.0
15.795,23.0,50.0
15.81,23.0,50.0
15.825,23.0,50.0
15.84,23.0,50.0
15.855,23.0,50.0
15.87,23.0,50.0
15.885,23.0,50.0
15.9,23.0,50.0
15.915,23.0,50.0
15.93,23.0,50.25
15.945,23.0,50.25
15.96,23.0,50.25
15.975,23.0,50.25
15.99,23.0,50.25
16.005,23.0,50.25
16.02,23.0,50.25
16.035,23.0,50.25
16.05,23.0,50.25
16.065,23.0,50.25
16.08,23.0,50.0
16.095,23.0,50.0
16.11,23.0,50.0
16.125,23.0,50.0
16.14,23.0,50.0
16.155,23.0,50.25
16.17,23.0,50.25
16.185,23.0,50.25
16.2,23.0,50.25
16.215,23.0,50.25
16.23,23.0,50.25
16.245,23.0,50.25
16.26,23.0,50.25
16.275,23.0,50.25
16.29,23.0,50.25
16.305,23.0,50.25
16.32,23.0,50.25
16.335,23.0,50.25
16.35,23.0,50.25
16.365,23.0,50.25
16.38,23.0,50.25
16.395,23.0,50.25
16.41,23.0,50.25
16.425,23.0,50.25
16.44,23.0,50.25
16.455,23.0,50.25
16.47,23.0,50.25
16.485,23.0,50.25
16.5,23.0,50.25
16.515,23.0,50.25
16.53,23.0,50.25
16.545,23.0,50.25
16.56,23.0,50.25
16.575,23.0,50.25
16.59,23.0,50.25
16.605,23.0,50.25
16.62,23.0,50.25
16.635,23.0,50.25
16.65,23.0,50.25
16.665,23.0,50.25
16.68,23.0,50.25
16.695,23.0,50.25
16.71,23.0,50.25
16.725,23.0,50.25
16.74,23.0,50.25
16.755,23.0,50.25
16.77,23.0,50.25
16.785,23.0,50.25
16.8,23.0,50.25
16.815,23.0,50.25
16.83,23.0,50.25
16.845,23.0,50.25
16.86,23.0,50.25
16.875,23.0,50.25
16.89,23.0,50.25
16.905,23.0,50.25
16.92,23.0,50.25
16.935,23.0,50.25
16.95,23.0,50.25
16.965,23.0,50.25
16.98,23.0,50.25
16.995,23.0,50.25
17.01,23.0,50.25
17.025,23.0,50.25
17.04,23.0,50.25
17.055,23.0,50.25
17.07,23.0,50.25
17.085,23.0,50.25
17.1,23.0,50.25
17.115,23.0,50.25
17.13,23.0,50.25
17.145,23.0,50.25
17.16,23.0,50.25
17.175,23.0,50.25
17.19,23.0,50.25
17.205,23.0,50.25
17.22,23.0,50.25
17.235,23.0,50.25
17.25,23.0,50.25
17.265,23.0,50.25
17.28,23.0,50.25
17.295,23.0,50.25
17.31,23.0,50.25
17.325,23.0,50.25
17.34,23.0,50.25
17.355,23.0,50.25
17.37,23.0,50.25
17.385,23.0,50.25
17.4,23.0,50.25
17.415,23.0,50.25
17.43,23.0,50.25
